,movieId,title,genres,movie_vector
2397,26630,Moonwalker (1988),['Musical'],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
2398,26680,Cry-Baby (1990),"['Comedy', 'Musical', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
2399,26681,Bullet in the Head (1990),"['Action', 'Drama', 'War']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0]
2400,26693,It (1990),"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",[0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0]
2401,26694,Ju Dou (1990),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2402,26696,Lionheart (1990),['Action'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2403,26704,State of Grace (1990),"['Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
2404,26717,Begotten (1990),"['Drama', 'Horror']",[0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0]
2405,26732,Johnny Stecchino (1991),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2406,26750,Quigley Down Under (1990),"['Adventure', 'Drama', 'Western']",[1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0]
2407,26764,Captain America (1990),"['Action', 'Fantasy', 'Sci-Fi', 'Thriller', 'War']",[0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0]
2408,26819,Fortress (1992),"['Action', 'Sci-Fi']",[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2409,26861,Freaked (1993),"['Comedy', 'Sci-Fi']",[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
2410,26870,Major League II (1994),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2411,26947,Pusher (1996),"['Crime', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0]
2412,26958,Emma (1996),['Romance'],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2413,26974,Gummo (1997),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2414,26985,Nirvana (1997),"['Action', 'Sci-Fi']",[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2415,27003,Beowulf (1999),"['Action', 'Horror', 'Sci-Fi']",[0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0]
2416,27008,From Dusk Till Dawn 2: Texas Blood Money (1999) ,"['Comedy', 'Crime', 'Horror']",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0]
2417,27020,Gia (1998),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2418,27075,Addams Family Reunion (1998),"['Children', 'Comedy', 'Fantasy']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2419,27124,Bleeder (1999),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
2420,27193,Taxi 2 (2000),"['Action', 'Comedy']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2421,27246,If These Walls Could Talk 2 (2000),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2422,27266,2046 (2004),"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0]
2423,27311,Batman Beyond: Return of the Joker (2000),"['Action', 'Animation', 'Crime', 'Sci-Fi', 'Thriller']",[0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0]
2424,27329,Paradise Lost 2: Revelations (2000),['Documentary'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
2425,27408,Ripley's Game (2002),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
2426,27441,Blood: The Last Vampire (2000),"['Action', 'Animation', 'Horror']",[0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0]
2427,27473,American Psycho II: All American Girl (2002),"['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']",[0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0]
2428,27478,Ali G Indahouse (2002),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2429,27482,Cube 2: Hypercube (2002),"['Horror', 'Mystery', 'Sci-Fi']",[0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0]
2430,27549,Dead or Alive: Final (2002),"['Comedy', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",[0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0]
2431,27584,Dead End (2003),"['Comedy', 'Horror', 'Mystery', 'Thriller']",[0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0]
2432,27611,Battlestar Galactica (2003),"['Drama', 'Sci-Fi', 'War']",[0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0]
2433,27667,Ju-on: The Curse (2000),['Horror'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
2434,27674,11:14 (2003),"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",[0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0]
2435,27683,Tremors 4: The Legend Begins (2004),"['Action', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller', 'Western']",[0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 0]
2436,27685,Bring It On Again (2004),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2437,27705,In Hell (2003),"['Action', 'Drama', 'Thriller']",[0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
2438,27706,Lemony Snicket's A Series of Unfortunate Events (2004),"['Adventure', 'Children', 'Comedy', 'Fantasy']",[1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2439,27772,Ju-on: The Grudge (2002),['Horror'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
2440,27778,Ginger Snaps Back: The Beginning (2004),"['Fantasy', 'Horror']",[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
2441,27793,Starship Troopers 2: Hero of the Federation (2004),"['Action', 'Horror', 'Sci-Fi', 'War']",[0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0]
2442,27808,Spanglish (2004),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2443,27822,Open Water (2003),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
2444,27829,Slasher (2004),['Documentary'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
2445,27831,Layer Cake (2004),"['Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
2446,27837,Flight of the Phoenix (2004),"['Action', 'Adventure']",[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2447,27865,Azumi (2003),"['Action', 'Adventure', 'Drama', 'Thriller']",[1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
2448,30707,Million Dollar Baby (2004),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2449,30749,Hotel Rwanda (2004),"['Drama', 'War']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
2450,30793,Charlie and the Chocolate Factory (2005),"['Adventure', 'Children', 'Comedy', 'Fantasy', 'IMAX']",[1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
2451,30822,In Good Company (2004),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2452,30825,Meet the Fockers (2004),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2453,30883,Fat Albert (2004),"['Comedy', 'Fantasy']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2454,30894,White Noise (2005),"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0]
2455,31116,Sergeant York (1941),"['Drama', 'War']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
2456,31150,Wizards (1977),"['Animation', 'Fantasy', 'Sci-Fi', 'War']",[0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0]
2457,31221,Elektra (2005),"['Action', 'Adventure', 'Crime', 'Drama']",[1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0]
2458,31225,Coach Carter (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2459,31420,Assault on Precinct 13 (2005),"['Action', 'Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0]
2460,31422,Are We There Yet? (2005),"['Children', 'Comedy']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2461,31424,Alone in the Dark (2005),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",[0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0]
2462,31427,Hide and Seek (2005),"['Horror', 'Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0]
2463,31431,Boogeyman (2005),"['Drama', 'Horror', 'Mystery', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0]
2464,31445,Employee of the Month (2004),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2465,31553,Double Dragon (1994),"['Action', 'Adventure', 'Sci-Fi']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2466,31617,El Cid (1961),"['Action', 'Adventure', 'Drama', 'Romance', 'War']",[1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0]
2467,31685,Hitch (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2468,31696,Constantine (2005),"['Action', 'Fantasy', 'Horror', 'Thriller']",[0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0]
2469,31698,Son of the Mask (2005),"['Adventure', 'Children', 'Comedy', 'Fantasy']",[1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2470,31867,Man of the House (2005),"['Action', 'Comedy']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2471,32011,Cursed (2005),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
2472,32019,Be Cool (2005),"['Comedy', 'Crime', 'Musical']",[0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0]
2473,32029,Hostage (2005),"['Action', 'Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0]
2474,32031,Robots (2005),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi', 'IMAX']",[1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0]
2475,32116,"Oh, God! You Devil (1984)",['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2476,32213,Cube Zero (2004),"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0]
2477,32234,Julia (1977),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2478,32289,Ice Princess (2005),"['Children', 'Comedy', 'Drama']",[0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2479,32291,Melinda and Melinda (2004),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2480,32296,Miss Congeniality 2: Armed and Fabulous (2005),"['Adventure', 'Comedy', 'Crime']",[1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
2481,32298,Guess Who (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2482,32300,D.E.B.S. (2004),"['Action', 'Comedy']",[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2483,32460,Knockin' on Heaven's Door (1997),"['Action', 'Comedy', 'Crime', 'Drama']",[0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0]
2484,32469,We're No Angels (1955),"['Comedy', 'Crime', 'Drama']",[0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
2485,32587,Sin City (2005),"['Action', 'Crime', 'Film-Noir', 'Mystery', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0]
2486,32589,Beauty Shop (2005),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2487,32596,Sahara (2005),"['Action', 'Adventure', 'Comedy']",[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2488,32598,Fever Pitch (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2489,32659,Tanguy (2001),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2490,32914,Carrie (2002),"['Drama', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0]
2491,32917,Boccaccio '70 (1962),"['Comedy', 'Fantasy', 'Romance']",[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2492,33154,Enron: The Smartest Guys in the Room (2005),['Documentary'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
2493,33158,xXx: State of the Union (2005),"['Action', 'Crime', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
2494,33162,Kingdom of Heaven (2005),"['Action', 'Drama', 'Romance', 'War']",[0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0]
2495,33164,House of Wax (2005),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
2496,33166,Crash (2004),"['Crime', 'Drama']",[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
2497,33171,Mysterious Skin (2004),"['Drama', 'Mystery']",[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0]
2498,33294,Vampire Hunter D (1985),"['Animation', 'Fantasy', 'Horror']",[0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
2499,33493,Star Wars: Episode III - Revenge of the Sith (2005),"['Action', 'Adventure', 'Sci-Fi']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2500,33495,Kicking & Screaming (2005),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2501,33499,Monster-in-Law (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2502,33615,Madagascar (2005),"['Adventure', 'Animation', 'Children', 'Comedy']",[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2503,33649,Saving Face (2004),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2504,33660,Cinderella Man (2005),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2505,33672,Lords of Dogtown (2005),"['Action', 'Comedy', 'Drama']",[0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
2506,33679,Mr. & Mrs. Smith (2005),"['Action', 'Adventure', 'Comedy', 'Romance']",[1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2507,33781,Quo Vadis (1951),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2508,33794,Batman Begins (2005),"['Action', 'Crime', 'IMAX']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0]
2509,33834,Land of the Dead (2005),"['Action', 'Horror', 'Thriller']",[0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0]
2510,33836,Bewitched (2005),"['Comedy', 'Fantasy', 'Romance']",[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2511,33880,Me and You and Everyone We Know (2005),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2512,34018,At the Circus (1939),"['Comedy', 'Musical']",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
2513,34048,War of the Worlds (2005),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0]
2514,34129,Rebound (2005),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2515,34143,Dark Water (2005),"['Drama', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0]
2516,34150,Fantastic Four (2005),"['Action', 'Adventure', 'Sci-Fi']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2517,34162,Wedding Crashers (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2518,34271,Hustle & Flow (2005),"['Crime', 'Drama']",[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
2519,34326,Last Days (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2520,34330,November (2004),"['Drama', 'Mystery']",[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0]
2521,34332,Sky High (2005),"['Action', 'Adventure', 'Children', 'Comedy']",[1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
2522,34334,Stealth (2005),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0]
2523,34336,Must Love Dogs (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2524,34405,Serenity (2005),"['Action', 'Adventure', 'Sci-Fi']",[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2525,34437,Broken Flowers (2005),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2526,34530,Deuce Bigalow: European Gigolo (2005),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2527,34534,Four Brothers (2005),"['Action', 'Crime', 'Drama']",[0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0]
2528,34542,Grizzly Man (2005),['Documentary'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
2529,34800,Private Resort (1985),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2530,35347,Animal Farm (1954),"['Animation', 'Drama']",[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2531,35957,Red Eye (2005),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
2532,36397,Valiant (2005),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'War']",[1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
2533,36519,Transporter 2 (2005),"['Action', 'Crime', 'Thriller']",[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
2534,36525,Just Like Heaven (2005),"['Comedy', 'Fantasy', 'Romance']",[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2535,36529,Lord of War (2005),"['Action', 'Crime', 'Drama', 'Thriller', 'War']",[0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0]
2536,36535,Everything Is Illuminated (2005),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2537,37211,Go West (1940),"['Comedy', 'Musical', 'Western']",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0]
2538,37380,Doom (2005),"['Action', 'Horror', 'Sci-Fi']",[0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0]
2539,37382,Domino (2005),"['Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
2540,37384,Waiting... (2005),['Comedy'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2541,37545,Woyzeck (1979),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2542,37727,Flightplan (2005),"['Action', 'Drama', 'Thriller']",[0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
2543,37729,Corpse Bride (2005),"['Animation', 'Comedy', 'Fantasy', 'Musical', 'Romance']",[0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
2544,37736,Oliver Twist (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2545,37741,Capote (2005),"['Crime', 'Drama']",[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
2546,37830,Final Fantasy VII: Advent Children (2004),"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",[1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2547,37853,Into the Blue (2005),"['Action', 'Adventure', 'Crime', 'Thriller']",[1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
2548,38061,Kiss Kiss Bang Bang (2005),"['Comedy', 'Crime', 'Mystery', 'Thriller']",[0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0]
2549,38798,In Her Shoes (2005),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2550,38992,Two for the Money (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2551,39183,Brokeback Mountain (2005),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2552,39231,Elizabethtown (2005),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2553,39234,North Country (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2554,39292,"Good Night, and Good Luck. (2005)","['Crime', 'Drama']",[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
2555,39427,Stay (2005),['Thriller'],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
2556,39446,Saw II (2005),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
2557,39449,Prime (2005),"['Comedy', 'Drama', 'Romance']",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2558,39869,Manderlay (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2559,40148,Revolver (2005),"['Crime', 'Drama', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0]
2560,40278,Jarhead (2005),"['Action', 'Drama', 'War']",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0]
2561,40339,Chicken Little (2005),"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']",[1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]
2562,40412,Dead Man's Shoes (2004),"['Crime', 'Thriller']",[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0]
2563,40581,Just Friends (2005),"['Comedy', 'Romance']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2564,40583,Syriana (2005),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
2565,40614,Derailed (2005),"['Drama', 'Thriller']",[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
2566,40617,Creep (2004),"['Horror', 'Thriller']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
2567,40629,Pride & Prejudice (2005),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2568,40723,Wolf Creek (2005),"['Crime', 'Horror', 'Thriller']",[0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0]
2569,40815,Harry Potter and the Goblet of Fire (2005),"['Adventure', 'Fantasy', 'Thriller', 'IMAX']",[1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]
2570,40819,Walk the Line (2005),"['Drama', 'Musical', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0]
2571,40826,Rent (2005),"['Drama', 'Musical', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0]
2572,40870,C.R.A.Z.Y. (2005),['Drama'],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2573,40946,Sarah Silverman: Jesus Is Magic (2005),"['Comedy', 'Musical']",[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
2574,40955,Breakfast on Pluto (2005),"['Comedy', 'Drama']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
2575,41285,Match Point (2005),"['Crime', 'Drama', 'Romance']",[0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0]
2576,41569,King Kong (2005),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']",[1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
2577,41571,Memoirs of a Geisha (2005),"['Drama', 'Romance']",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
