,userId,movieId,user_vector,movie_vector,og_rating,pred_rating
5158,274,519,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5159,274,588,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5160,274,594,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.0,3.3220338983050848
5161,274,595,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5162,274,596,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5163,274,742,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5164,274,785,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.5,3.3629893238434163
5165,274,1029,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5166,274,1073,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5167,274,1089,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.5,3.3629893238434163
5168,274,1129,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5169,274,1199,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5170,274,1203,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5171,274,1208,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],4.0,3.3220338983050848
5172,274,1214,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],4.0,3.3220338983050848
5173,274,1235,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],4.5,3.3220338983050848
5174,274,1270,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5175,274,1272,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5176,274,1274,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5177,274,1276,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5178,274,1282,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5179,274,1288,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5180,274,1343,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5181,274,1393,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5182,274,1407,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 0. 1.],3.0,3.0
5183,274,1464,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5184,274,1476,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5185,274,1517,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5186,274,1556,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.0,3.3629893238434163
5187,274,1588,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.0,3.3629893238434163
5188,274,1591,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.0,3.3629893238434163
5189,274,1644,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5190,274,1748,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5191,274,1863,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5192,274,1884,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5193,274,1992,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5194,274,2011,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5195,274,2012,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5196,274,2018,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5197,274,2036,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.5,3.3629893238434163
5198,274,2096,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.0,3.3220338983050848
5199,274,2123,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5200,274,2137,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5201,274,2232,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5202,274,2294,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5203,274,2338,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5204,274,2392,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],1.5,3.3629893238434163
5205,274,2581,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5206,274,2687,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5207,274,2694,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5208,274,2706,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5209,274,2712,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5210,274,2722,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5211,274,2723,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5212,274,2791,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],4.0,3.3220338983050848
5213,274,2808,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.5,3.3629893238434163
5214,274,2901,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.0,3.3220338983050848
5215,274,2916,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5216,274,2995,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5217,274,3019,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5218,274,3033,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5219,274,3146,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5220,274,3157,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5221,274,3243,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5222,274,3361,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5223,274,3489,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5224,274,3535,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],5.0,3.104922279792746
5225,274,3578,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5226,274,3671,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],4.0,3.3220338983050848
5227,274,3697,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.5,3.3629893238434163
5228,274,3704,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5229,274,3752,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5230,274,3882,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5231,274,3897,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.5,3.104922279792746
5232,274,3916,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5233,274,3917,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5234,274,3918,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5235,274,3990,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5236,274,3991,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5237,274,4030,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],1.5,3.104922279792746
5238,274,4034,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5239,274,4084,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5240,274,4239,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5241,274,4343,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 0. 1.],3.5,3.0
5242,274,4386,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5243,274,4447,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],1.5,3.104922279792746
5244,274,4544,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5245,274,4621,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.5,3.3629893238434163
5246,274,4643,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],2.0,3.3220338983050848
5247,274,4735,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5248,274,4816,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5249,274,4821,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5250,274,4855,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5251,274,4886,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5252,274,4989,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5253,274,5092,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5254,274,5151,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5255,274,5414,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5256,274,5463,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5257,274,5507,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5258,274,5667,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5259,274,5803,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],1.5,3.104922279792746
5260,274,6014,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5261,274,6157,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5262,274,6250,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5263,274,6502,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5264,274,6615,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5265,274,6695,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5266,274,6807,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5267,274,7004,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.5,3.3629893238434163
5268,274,7228,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],3.0,3.3629893238434163
5269,274,7369,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],1.5,3.104922279792746
5270,274,8368,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5271,274,8814,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5272,274,8830,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5273,274,8912,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],1.5,3.3629893238434163
5274,274,26242,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],3.5,3.3220338983050848
5275,274,26974,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],2.5,3.3629893238434163
5276,274,27674,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5277,274,30793,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5278,274,31427,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5279,274,31696,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5280,274,32011,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5281,274,33166,[3.3220339  3.36298932 3.10492228 3.        ],[0. 1. 0. 0.],4.0,3.3629893238434163
5282,274,33794,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5283,274,34048,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5284,274,36525,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5285,274,43871,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5286,274,43917,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5287,274,44761,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.5,3.104922279792746
5288,274,44974,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5289,274,45081,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5290,274,45442,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5291,274,45517,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5292,274,47200,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.5,3.104922279792746
5293,274,48385,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5294,274,48520,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5295,274,49272,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5296,274,50147,[3.3220339  3.36298932 3.10492228 3.        ],[1. 0. 0. 0.],2.0,3.3220338983050848
5297,274,50872,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5298,274,51255,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],5.0,3.104922279792746
5299,274,51540,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5300,274,53127,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5301,274,53996,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5302,274,54259,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5303,274,55765,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5304,274,56782,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5305,274,57640,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5306,274,58332,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5307,274,60072,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5308,274,60161,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5309,274,60979,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5310,274,63082,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5311,274,63113,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5312,274,64614,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5313,274,66297,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5314,274,66427,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5315,274,68157,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],5.0,3.104922279792746
5316,274,68358,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5317,274,71057,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5318,274,71379,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.0,3.104922279792746
5319,274,74075,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],1.0,3.104922279792746
5320,274,74532,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],2.5,3.104922279792746
5321,274,76175,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5322,274,77455,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5323,274,78266,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5324,274,79008,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],4.0,3.104922279792746
5325,274,79132,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],5.0,3.104922279792746
5326,274,79293,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.5,3.104922279792746
5327,274,80139,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 1. 0.],3.0,3.104922279792746
5328,274,85414,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 0. 1.],4.5,3.0
5329,274,86332,[3.3220339  3.36298932 3.10492228 3.        ],[0. 0. 0. 1.],2.0,3.0
5330,275,1,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5331,275,162,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5332,275,215,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5333,275,474,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5334,275,480,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5335,275,608,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5336,275,903,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],5.0,4.625
5337,275,905,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],3.0,4.625
5338,275,924,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],1.0,4.625
5339,275,1136,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],5.0,4.625
5340,275,1225,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5341,275,1259,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5342,275,1307,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5343,275,1393,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5344,275,1414,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],2.0,3.6666666666666665
5345,275,1542,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],3.0,4.036697247706422
5346,275,1653,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],3.0,4.036697247706422
5347,275,1747,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5348,275,1784,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5349,275,1923,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],2.0,4.036697247706422
5350,275,1944,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],4.0,4.625
5351,275,1952,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],3.0,4.625
5352,275,2000,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],3.0,4.036697247706422
5353,275,2020,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5354,275,2302,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],3.0,4.036697247706422
5355,275,2463,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5356,275,2572,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5357,275,2580,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5358,275,2671,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5359,275,2858,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5360,275,2959,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5361,275,3504,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],5.0,4.625
5362,275,3882,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],3.0,3.6666666666666665
5363,275,3897,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],4.0,3.6666666666666665
5364,275,3925,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5365,275,4226,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],5.0,3.6666666666666665
5366,275,4285,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],2.0,4.036697247706422
5367,275,4334,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],5.0,3.6666666666666665
5368,275,4489,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],4.0,4.036697247706422
5369,275,4809,[4.625      4.03669725 3.66666667 3.        ],[0. 1. 0. 0.],5.0,4.036697247706422
5370,275,5187,[4.625      4.03669725 3.66666667 3.        ],[1. 0. 0. 0.],4.0,4.625
5371,275,5464,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],2.0,3.6666666666666665
5372,275,5803,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],2.0,3.6666666666666665
5373,275,5810,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],3.0,3.6666666666666665
5374,275,6218,[4.625      4.03669725 3.66666667 3.        ],[0. 0. 1. 0.],5.0,3.6666666666666665
5375,276,2,[4.         4.23809524 0.         0.        ],[0. 1. 0. 0.],4.0,4.238095238095238
5376,276,88,[4.         4.23809524 0.         0.        ],[0. 1. 0. 0.],5.0,4.238095238095238
5377,276,135,[4.         4.23809524 0.         0.        ],[0. 1. 0. 0.],4.0,4.238095238095238
5378,276,648,[4.         4.23809524 0.         0.        ],[0. 1. 0. 0.],5.0,4.238095238095238
5379,276,1270,[4.         4.23809524 0.         0.        ],[0. 1. 0. 0.],5.0,4.238095238095238
5380,277,786,[0.   3.75 0.   0.  ],[0. 1. 0. 0.],4.0,3.75
5381,277,836,[0.   3.75 0.   0.  ],[0. 1. 0. 0.],4.0,3.75
5382,277,1073,[0.   3.75 0.   0.  ],[1. 0. 0. 0.],3.0,0.0
5383,278,4321,[0.         3.78571429 0.         0.        ],[0. 1. 0. 0.],3.0,3.7857142857142856
5384,279,377,[4.2        3.6        3.44444444 3.59722222],[0. 1. 0. 0.],3.5,3.6
5385,279,541,[4.2        3.6        3.44444444 3.59722222],[0. 1. 0. 0.],5.0,3.6
5386,279,589,[4.2        3.6        3.44444444 3.59722222],[0. 1. 0. 0.],4.0,3.6
5387,279,1136,[4.2        3.6        3.44444444 3.59722222],[1. 0. 0. 0.],5.0,4.2
5388,279,2028,[4.2        3.6        3.44444444 3.59722222],[0. 1. 0. 0.],4.0,3.6
5389,279,2329,[4.2        3.6        3.44444444 3.59722222],[0. 1. 0. 0.],3.5,3.6
5390,279,2858,[4.2        3.6        3.44444444 3.59722222],[0. 1. 0. 0.],3.5,3.6
5391,279,5152,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],3.0,3.4444444444444446
5392,279,7438,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],2.0,3.4444444444444446
5393,279,8950,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],3.5,3.4444444444444446
5394,279,44191,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],4.0,3.4444444444444446
5395,279,49272,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],3.5,3.4444444444444446
5396,279,55820,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],3.5,3.4444444444444446
5397,279,57368,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],3.0,3.4444444444444446
5398,279,61132,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],4.5,3.4444444444444446
5399,279,64614,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],4.0,3.4444444444444446
5400,279,82459,[4.2        3.6        3.44444444 3.59722222],[0. 0. 1. 0.],3.0,3.4444444444444446
5401,279,97913,[4.2        3.6        3.44444444 3.59722222],[0. 0. 0. 1.],2.0,3.5972222222222223
5402,279,101864,[4.2        3.6        3.44444444 3.59722222],[0. 0. 0. 1.],3.0,3.5972222222222223
5403,279,102903,[4.2        3.6        3.44444444 3.59722222],[0. 0. 0. 1.],2.0,3.5972222222222223
5404,279,104879,[4.2        3.6        3.44444444 3.59722222],[0. 0. 0. 1.],5.0,3.5972222222222223
5405,279,111362,[4.2        3.6        3.44444444 3.59722222],[0. 0. 0. 1.],3.0,3.5972222222222223
5406,279,115149,[4.2        3.6        3.44444444 3.59722222],[0. 0. 0. 1.],4.5,3.5972222222222223
