,movieId,era_vector
1464,3998,[0. 0. 1. 0.]
1465,3999,[0. 0. 1. 0.]
1466,4003,[0. 1. 0. 0.]
1467,4007,[0. 1. 0. 0.]
1468,4008,[0. 1. 0. 0.]
1469,4009,[0. 1. 0. 0.]
1470,4010,[0. 1. 0. 0.]
1471,4011,[0. 0. 1. 0.]
1472,4012,[0. 1. 0. 0.]
1473,4014,[0. 0. 1. 0.]
1474,4703,[0. 0. 1. 0.]
1475,4015,[0. 0. 1. 0.]
1476,4018,[0. 0. 1. 0.]
1477,4019,[0. 0. 1. 0.]
1478,4021,[0. 0. 1. 0.]
1479,4022,[0. 0. 1. 0.]
1480,4025,[0. 0. 1. 0.]
1481,4027,[0. 0. 1. 0.]
1482,4030,[0. 0. 1. 0.]
1483,4033,[0. 0. 1. 0.]
1484,4034,[0. 0. 1. 0.]
1485,4039,[0. 1. 0. 0.]
1486,4040,[0. 1. 0. 0.]
1487,4047,[0. 1. 0. 0.]
1488,4052,[0. 0. 1. 0.]
1489,4053,[0. 0. 1. 0.]
1490,4054,[0. 0. 1. 0.]
1491,4062,[0. 1. 0. 0.]
1492,4064,[1. 0. 0. 0.]
1493,4065,[1. 0. 0. 0.]
1494,4068,[0. 0. 1. 0.]
1495,4079,[0. 1. 0. 0.]
1496,4082,[0. 1. 0. 0.]
1497,4084,[0. 1. 0. 0.]
1498,4085,[0. 1. 0. 0.]
1499,4091,[0. 1. 0. 0.]
1500,4092,[0. 1. 0. 0.]
1501,4102,[0. 1. 0. 0.]
1502,4103,[0. 1. 0. 0.]
1503,4104,[0. 1. 0. 0.]
1504,4109,[0. 1. 0. 0.]
1505,4121,[0. 1. 0. 0.]
1506,4124,[0. 1. 0. 0.]
1507,4126,[0. 1. 0. 0.]
1508,4127,[0. 0. 0. 1.]
1509,4131,[0. 1. 0. 0.]
1510,4132,[0. 1. 0. 0.]
1511,4133,[0. 1. 0. 0.]
1512,4139,[0. 0. 0. 1.]
1513,4967,[0. 0. 0. 1.]
1514,4141,[0. 0. 1. 0.]
1515,4143,[0. 0. 1. 0.]
1516,4148,[0. 0. 1. 0.]
1517,4154,[0. 0. 1. 0.]
1518,4155,[0. 0. 1. 0.]
1519,4158,[0. 0. 1. 0.]
1520,4159,[0. 0. 1. 0.]
1521,4167,[0. 0. 1. 0.]
1522,4187,[1. 0. 0. 0.]
1523,4191,[0. 0. 1. 0.]
1524,8948,[0. 0. 1. 0.]
1525,4200,[0. 1. 0. 0.]
1526,4204,[0. 1. 0. 0.]
1527,4205,[0. 1. 0. 0.]
1528,4210,[0. 1. 0. 0.]
1529,4211,[0. 1. 0. 0.]
1530,4212,[0. 0. 0. 1.]
1531,4214,[0. 1. 0. 0.]
1532,4215,[0. 1. 0. 0.]
1533,4218,[0. 1. 0. 0.]
1534,4223,[0. 0. 1. 0.]
1535,4224,[0. 0. 1. 0.]
1536,4226,[0. 0. 1. 0.]
1537,4228,[0. 0. 1. 0.]
1538,4232,[0. 0. 1. 0.]
1539,4233,[0. 0. 1. 0.]
1540,4238,[0. 0. 1. 0.]
1541,4239,[0. 0. 1. 0.]
1542,4240,[0. 0. 1. 0.]
1543,4241,[0. 0. 1. 0.]
1544,4242,[0. 0. 0. 1.]
1545,100487,[0. 0. 0. 1.]
1546,4246,[0. 0. 1. 0.]
1547,4247,[0. 0. 1. 0.]
1548,4248,[0. 0. 1. 0.]
1549,4254,[0. 0. 1. 0.]
1550,4262,[0. 1. 0. 0.]
1551,25788,[0. 1. 0. 0.]
1552,4265,[0. 0. 1. 0.]
1553,4273,[0. 0. 1. 0.]
1554,4275,[0. 1. 0. 0.]
1555,4282,[1. 0. 0. 0.]
1556,4284,[0. 1. 0. 0.]
1557,4285,[0. 1. 0. 0.]
1558,4296,[1. 0. 0. 0.]
1559,4305,[0. 0. 1. 0.]
1560,4306,[0. 0. 1. 0.]
1561,4310,[0. 0. 1. 0.]
1562,4321,[0. 1. 0. 0.]
1563,4322,[0. 1. 0. 0.]
1564,4326,[0. 1. 0. 0.]
1565,4329,[1. 0. 0. 0.]
1566,4333,[0. 1. 0. 0.]
1567,4334,[0. 0. 1. 0.]
1568,4338,[1. 0. 0. 0.]
1569,4342,[0. 0. 1. 0.]
1570,4343,[0. 0. 0. 1.]
1571,4344,[0. 0. 1. 0.]
1572,4349,[1. 0. 0. 0.]
1573,4351,[0. 1. 0. 0.]
1574,4355,[0. 1. 0. 0.]
1575,4356,[1. 0. 0. 0.]
1576,4357,[1. 0. 0. 0.]
1577,4361,[0. 1. 0. 0.]
1578,4366,[0. 0. 1. 0.]
1579,4367,[0. 0. 1. 0.]
1580,4368,[0. 0. 1. 0.]
1581,4370,[0. 0. 1. 0.]
1582,4371,[0. 0. 1. 0.]
1583,4374,[0. 0. 0. 1.]
1584,4378,[0. 0. 1. 0.]
1585,4386,[0. 0. 1. 0.]
1586,4387,[0. 0. 1. 0.]
1587,4388,[0. 0. 1. 0.]
1588,4389,[0. 0. 1. 0.]
1589,4392,[0. 1. 0. 0.]
1590,72982,[0. 1. 0. 0.]
1591,4393,[0. 1. 0. 0.]
1592,4397,[0. 1. 0. 0.]
1593,4407,[0. 1. 0. 0.]
1594,4408,[0. 1. 0. 0.]
1595,4409,[0. 1. 0. 0.]
1596,4410,[0. 1. 0. 0.]
1597,4419,[1. 0. 0. 0.]
1598,4426,[1. 0. 0. 0.]
1599,4432,[1. 0. 0. 0.]
1600,4433,[1. 0. 0. 0.]
1601,4436,[1. 0. 0. 0.]
1602,174551,[1. 0. 0. 0.]
1603,4437,[1. 0. 0. 0.]
1604,4441,[1. 0. 0. 0.]
1605,4443,[0. 1. 0. 0.]
1606,4445,[0. 1. 0. 0.]
1607,4446,[0. 0. 1. 0.]
1608,4447,[0. 0. 1. 0.]
1609,4450,[0. 0. 1. 0.]
1610,94130,[0. 0. 1. 0.]
1611,4454,[1. 0. 0. 0.]
1612,4466,[0. 1. 0. 0.]
1613,4470,[0. 1. 0. 0.]
1614,4471,[0. 1. 0. 0.]
1615,4474,[0. 1. 0. 0.]
1616,4476,[1. 0. 0. 0.]
1617,4483,[0. 1. 0. 0.]
1618,4487,[0. 1. 0. 0.]
1619,4488,[0. 1. 0. 0.]
1620,4489,[0. 1. 0. 0.]
1621,4492,[0. 1. 0. 0.]
1622,4499,[0. 1. 0. 0.]
1623,4500,[0. 1. 0. 0.]
1624,4502,[0. 1. 0. 0.]
1625,4506,[0. 1. 0. 0.]
1626,4508,[0. 1. 0. 0.]
1627,4516,[0. 1. 0. 0.]
1628,4518,[0. 1. 0. 0.]
1629,4521,[0. 1. 0. 0.]
1630,4522,[0. 0. 0. 1.]
1631,4526,[0. 1. 0. 0.]
1632,4531,[0. 1. 0. 0.]
1633,4537,[0. 1. 0. 0.]
1634,4544,[0. 1. 0. 0.]
1635,4545,[0. 1. 0. 0.]
1636,4553,[0. 1. 0. 0.]
1637,4557,[0. 1. 0. 0.]
1638,4558,[0. 1. 0. 0.]
1639,4562,[0. 1. 0. 0.]
1640,4564,[0. 1. 0. 0.]
1641,4571,[0. 1. 0. 0.]
1642,4572,[0. 1. 0. 0.]
1643,4574,[0. 1. 0. 0.]
1644,4577,[0. 1. 0. 0.]
1645,4578,[0. 1. 0. 0.]
1646,4580,[0. 1. 0. 0.]
1647,4587,[0. 1. 0. 0.]
1648,4591,[0. 1. 0. 0.]
1649,4593,[0. 0. 0. 1.]
1650,4595,[0. 1. 0. 0.]
1651,4602,[0. 1. 0. 0.]
1652,4603,[0. 1. 0. 0.]
1653,4613,[0. 1. 0. 0.]
1654,4614,[0. 1. 0. 0.]
1655,4615,[0. 1. 0. 0.]
1656,4621,[0. 1. 0. 0.]
1657,4622,[0. 1. 0. 0.]
1658,4623,[0. 1. 0. 0.]
1659,4624,[0. 1. 0. 0.]
1660,4626,[0. 1. 0. 0.]
1661,4628,[0. 1. 0. 0.]
1662,4629,[0. 1. 0. 0.]
1663,4638,[0. 0. 1. 0.]
1664,4639,[0. 0. 1. 0.]
1665,4640,[0. 0. 1. 0.]
1666,4641,[0. 0. 1. 0.]
1667,4642,[0. 0. 1. 0.]
1668,4645,[0. 1. 0. 0.]
1669,4649,[0. 0. 1. 0.]
1670,4654,[0. 1. 0. 0.]
1671,4658,[0. 1. 0. 0.]
1672,4661,[0. 1. 0. 0.]
1673,4662,[0. 1. 0. 0.]
1674,4673,[0. 1. 0. 0.]
1675,4677,[0. 1. 0. 0.]
1676,4678,[0. 1. 0. 0.]
1677,4679,[0. 1. 0. 0.]
1678,4686,[0. 1. 0. 0.]
1679,4697,[0. 1. 0. 0.]
1680,4699,[0. 0. 1. 0.]
1681,4701,[0. 0. 1. 0.]
1682,4709,[1. 0. 0. 0.]
1683,4713,[1. 0. 0. 0.]
1684,4714,[1. 0. 0. 0.]
1685,4718,[0. 0. 1. 0.]
1686,4719,[0. 0. 1. 0.]
1687,4722,[0. 0. 1. 0.]
1688,4725,[0. 0. 1. 0.]
1689,4727,[0. 0. 1. 0.]
1690,4728,[0. 0. 1. 0.]
1691,4734,[0. 0. 1. 0.]
1692,4735,[0. 0. 1. 0.]
1693,4736,[0. 0. 1. 0.]
1694,4744,[0. 0. 1. 0.]
1695,4745,[0. 0. 1. 0.]
1696,4748,[0. 1. 0. 0.]
1697,4749,[0. 1. 0. 0.]
1698,4750,[0. 1. 0. 0.]
1699,4771,[0. 0. 1. 0.]
1700,4772,[0. 0. 1. 0.]
1701,4774,[0. 1. 0. 0.]
1702,4776,[0. 0. 1. 0.]
1703,4787,[0. 1. 0. 0.]
1704,4789,[1. 0. 0. 0.]
1705,4794,[0. 1. 0. 0.]
1706,4795,[1. 0. 0. 0.]
1707,4798,[1. 0. 0. 0.]
1708,4799,[1. 0. 0. 0.]
1709,4800,[0. 1. 0. 0.]
1710,7308,[0. 1. 0. 0.]
1711,25962,[0. 1. 0. 0.]
1712,4802,[1. 0. 0. 0.]
1713,4803,[1. 0. 0. 0.]
1714,4804,[1. 0. 0. 0.]
1715,4809,[0. 1. 0. 0.]
1716,4811,[1. 0. 0. 0.]
1717,4812,[0. 1. 0. 0.]
1718,4813,[1. 0. 0. 0.]
1719,4814,[0. 0. 1. 0.]
1720,4816,[0. 0. 1. 0.]
1721,4821,[0. 0. 1. 0.]
1722,4822,[0. 0. 1. 0.]
1723,4823,[0. 0. 1. 0.]
1724,4830,[1. 0. 0. 0.]
1725,4835,[1. 0. 0. 0.]
1726,4844,[0. 0. 1. 0.]
1727,4848,[0. 0. 1. 0.]
1728,4855,[1. 0. 0. 0.]
1729,4857,[1. 0. 0. 0.]
1730,4863,[1. 0. 0. 0.]
1731,4865,[0. 0. 1. 0.]
1732,4867,[0. 0. 1. 0.]
1733,4871,[0. 0. 0. 1.]
1734,129354,[0. 0. 0. 1.]
1735,4873,[0. 0. 1. 0.]
1736,4874,[0. 0. 1. 0.]
1737,4877,[0. 0. 1. 0.]
1738,4878,[0. 0. 1. 0.]
1739,4880,[0. 0. 1. 0.]
1740,4885,[0. 0. 1. 0.]
1741,4886,[0. 0. 1. 0.]
1742,4888,[0. 0. 1. 0.]
1743,4889,[0. 0. 1. 0.]
1744,4890,[0. 0. 1. 0.]
1745,4893,[0. 0. 1. 0.]
1746,43904,[0. 0. 1. 0.]
1747,4899,[0. 0. 1. 0.]
1748,4901,[0. 0. 1. 0.]
1749,4903,[0. 0. 1. 0.]
1750,4911,[1. 0. 0. 0.]
1751,4912,[1. 0. 0. 0.]
1752,4916,[1. 0. 0. 0.]
1753,4917,[1. 0. 0. 0.]
1754,4919,[0. 1. 0. 0.]
1755,4920,[1. 0. 0. 0.]
1756,4932,[1. 0. 0. 0.]
1757,4936,[1. 0. 0. 0.]
1758,4941,[1. 0. 0. 0.]
1759,4957,[0. 1. 0. 0.]
1760,4958,[0. 0. 1. 0.]
1761,4963,[0. 0. 1. 0.]
1762,4969,[1. 0. 0. 0.]
1763,4974,[0. 0. 1. 0.]
1764,4975,[0. 0. 1. 0.]
1765,4976,[0. 0. 0. 1.]
1766,4980,[0. 1. 0. 0.]
1767,4981,[0. 1. 0. 0.]
1768,4988,[0. 1. 0. 0.]
1769,4989,[0. 0. 1. 0.]
1770,4990,[0. 0. 1. 0.]
1771,4992,[0. 0. 1. 0.]
1772,5007,[1. 0. 0. 0.]
1773,5008,[1. 0. 0. 0.]
1774,5009,[0. 0. 1. 0.]
1775,5010,[0. 0. 1. 0.]
1776,5011,[0. 0. 1. 0.]
1777,5012,[0. 1. 0. 0.]
1778,5014,[0. 0. 1. 0.]
1779,5015,[0. 0. 1. 0.]
1780,5021,[1. 0. 0. 0.]
1781,5025,[0. 0. 1. 0.]
1782,5027,[0. 1. 0. 0.]
1783,5039,[0. 1. 0. 0.]
1784,5040,[0. 1. 0. 0.]
1785,5041,[0. 1. 0. 0.]
1786,65651,[0. 1. 0. 0.]
1787,5046,[0. 0. 1. 0.]
1788,5048,[0. 0. 1. 0.]
1789,5049,[0. 1. 0. 0.]
1790,5054,[0. 1. 0. 0.]
1791,44719,[0. 1. 0. 0.]
1792,5055,[0. 1. 0. 0.]
1793,5064,[0. 0. 1. 0.]
1794,5071,[0. 0. 1. 0.]
1795,5075,[0. 0. 1. 0.]
1796,5081,[0. 0. 1. 0.]
1797,5092,[0. 0. 1. 0.]
1798,5093,[0. 0. 1. 0.]
1799,5094,[1. 0. 0. 0.]
1800,5522,[1. 0. 0. 0.]
1801,5096,[0. 1. 0. 0.]
1802,5102,[0. 1. 0. 0.]
1803,5105,[1. 0. 0. 0.]
1804,5106,[0. 0. 1. 0.]
1805,8119,[0. 0. 1. 0.]
1806,5107,[0. 0. 1. 0.]
1807,5108,[0. 0. 1. 0.]
1808,5109,[0. 0. 1. 0.]
1809,5110,[0. 0. 1. 0.]
1810,5120,[0. 0. 1. 0.]
1811,55278,[0. 0. 1. 0.]
1812,5121,[1. 0. 0. 0.]
1813,5127,[0. 0. 1. 0.]
1814,5128,[0. 0. 1. 0.]
1815,5134,[0. 0. 1. 0.]
1816,5151,[0. 0. 1. 0.]
1817,5152,[0. 0. 1. 0.]
1818,5187,[1. 0. 0. 0.]
1819,5205,[1. 0. 0. 0.]
1820,5218,[0. 0. 1. 0.]
1821,5219,[0. 0. 1. 0.]
1822,5220,[0. 0. 1. 0.]
1823,5222,[0. 0. 1. 0.]
1824,5226,[0. 1. 0. 0.]
1825,5237,[0. 1. 0. 0.]
1826,5246,[1. 0. 0. 0.]
1827,5247,[1. 0. 0. 0.]
1828,5250,[1. 0. 0. 0.]
1829,5254,[0. 0. 1. 0.]
1830,5255,[0. 0. 1. 0.]
1831,5264,[0. 0. 1. 0.]
1832,5266,[0. 0. 1. 0.]
1833,5275,[1. 0. 0. 0.]
1834,5282,[0. 0. 1. 0.]
1835,5283,[0. 0. 1. 0.]
1836,5284,[0. 0. 0. 1.]
1837,5293,[0. 0. 1. 0.]
1838,5294,[0. 0. 1. 0.]
1839,5299,[0. 0. 1. 0.]
1840,5300,[0. 0. 1. 0.]
1841,54997,[0. 0. 1. 0.]
1842,5303,[0. 1. 0. 0.]
1843,5312,[0. 0. 1. 0.]
1844,5313,[0. 0. 1. 0.]
1845,5323,[0. 0. 1. 0.]
1846,5324,[0. 0. 1. 0.]
1847,5328,[1. 0. 0. 0.]
1848,5333,[1. 0. 0. 0.]
1849,5334,[0. 1. 0. 0.]
1850,5339,[0. 1. 0. 0.]
1851,5346,[0. 1. 0. 0.]
1852,5348,[0. 0. 1. 0.]
1853,5349,[0. 0. 1. 0.]
1854,5357,[0. 1. 0. 0.]
1855,5361,[0. 1. 0. 0.]
1856,5364,[0. 0. 1. 0.]
1857,5377,[0. 0. 1. 0.]
1858,5378,[0. 0. 1. 0.]
1859,5384,[1. 0. 0. 0.]
1860,5387,[0. 0. 1. 0.]
1861,5389,[0. 0. 1. 0.]
1862,5397,[1. 0. 0. 0.]
1863,5410,[1. 0. 0. 0.]
1864,5415,[0. 0. 1. 0.]
1865,5419,[0. 0. 1. 0.]
1866,5420,[0. 0. 1. 0.]
1867,5423,[0. 0. 1. 0.]
1868,5434,[1. 0. 0. 0.]
1869,5438,[0. 1. 0. 0.]
1870,5440,[1. 0. 0. 0.]
1871,5444,[0. 0. 1. 0.]
1872,5445,[0. 0. 1. 0.]
1873,5448,[0. 0. 1. 0.]
1874,5449,[0. 0. 1. 0.]
1875,5458,[0. 0. 1. 0.]
1876,5463,[0. 0. 1. 0.]
1877,5464,[0. 0. 1. 0.]
1878,5468,[1. 0. 0. 0.]
1879,5470,[0. 0. 1. 0.]
1880,5475,[1. 0. 0. 0.]
1881,5478,[0. 0. 1. 0.]
1882,5479,[0. 0. 1. 0.]
1883,5480,[0. 0. 1. 0.]
1884,5481,[0. 0. 1. 0.]
1885,5499,[1. 0. 0. 0.]
1886,5500,[0. 1. 0. 0.]
1887,5502,[0. 0. 1. 0.]
1888,5504,[0. 0. 1. 0.]
1889,5506,[0. 0. 1. 0.]
1890,5507,[0. 0. 1. 0.]
1891,5508,[0. 0. 1. 0.]
1892,5524,[0. 0. 1. 0.]
1893,5527,[0. 1. 0. 0.]
1894,5528,[0. 0. 1. 0.]
1895,5529,[0. 0. 1. 0.]
1896,5531,[0. 0. 1. 0.]
1897,5540,[0. 0. 1. 0.]
1898,76175,[0. 0. 1. 0.]
1899,5541,[0. 1. 0. 0.]
1900,5553,[0. 1. 0. 0.]
1901,5563,[0. 0. 1. 0.]
1902,5568,[0. 1. 0. 0.]
1903,5572,[0. 0. 1. 0.]
1904,5584,[0. 1. 0. 0.]
1905,5585,[0. 1. 0. 0.]
1906,5589,[0. 1. 0. 0.]
1907,5591,[0. 1. 0. 0.]
1908,5609,[0. 0. 1. 0.]
1909,5612,[0. 0. 1. 0.]
1910,5613,[0. 0. 1. 0.]
1911,5615,[0. 0. 1. 0.]
1912,47644,[0. 0. 1. 0.]
1913,5617,[0. 0. 1. 0.]
1914,5620,[0. 0. 1. 0.]
1915,5628,[0. 0. 1. 0.]
1916,5630,[0. 0. 1. 0.]
1917,5636,[0. 0. 1. 0.]
1918,5643,[0. 1. 0. 0.]
1919,5646,[0. 1. 0. 0.]
1920,5657,[0. 1. 0. 0.]
1921,5664,[0. 0. 1. 0.]
1922,5665,[0. 0. 1. 0.]
1923,5667,[0. 0. 1. 0.]
1924,5668,[0. 0. 1. 0.]
1925,5669,[0. 0. 1. 0.]
1926,5673,[0. 0. 1. 0.]
1927,5675,[0. 0. 1. 0.]
1928,5684,[0. 0. 1. 0.]
1929,5685,[0. 0. 1. 0.]
1930,5688,[0. 0. 0. 1.]
1931,5689,[0. 1. 0. 0.]
1932,5693,[1. 0. 0. 0.]
1933,5694,[0. 1. 0. 0.]
1934,5696,[1. 0. 0. 0.]
1935,5707,[0. 1. 0. 0.]
1936,5710,[0. 1. 0. 0.]
1937,5712,[0. 1. 0. 0.]
1938,5735,[1. 0. 0. 0.]
1939,5747,[0. 1. 0. 0.]
1940,5771,[0. 1. 0. 0.]
1941,5773,[0. 1. 0. 0.]
1942,111113,[0. 1. 0. 0.]
1943,5779,[0. 1. 0. 0.]
1944,5780,[0. 1. 0. 0.]
1945,5784,[0. 0. 1. 0.]
1946,5785,[0. 0. 1. 0.]
1947,5791,[0. 0. 1. 0.]
1948,5796,[0. 0. 1. 0.]
1949,49272,[0. 0. 1. 0.]
1950,5803,[0. 0. 1. 0.]
1951,5810,[0. 0. 1. 0.]
1952,5816,[0. 0. 1. 0.]
1953,5817,[0. 0. 1. 0.]
1954,5826,[1. 0. 0. 0.]
1955,5833,[0. 0. 1. 0.]
1956,5836,[1. 0. 0. 0.]
1957,5838,[0. 0. 0. 1.]
1958,5841,[0. 1. 0. 0.]
1959,5853,[0. 1. 0. 0.]
1960,5867,[0. 1. 0. 0.]
1961,5872,[0. 0. 1. 0.]
1962,5874,[0. 0. 1. 0.]
1963,5881,[1. 0. 0. 0.]
1964,5882,[0. 0. 1. 0.]
1965,5883,[0. 1. 0. 0.]
1966,5899,[1. 0. 0. 0.]
1967,116207,[1. 0. 0. 0.]
1968,5900,[0. 0. 1. 0.]
1969,5901,[0. 0. 1. 0.]
1970,5903,[0. 0. 1. 0.]
1971,5932,[0. 1. 0. 0.]
1972,5943,[0. 0. 1. 0.]
1973,5944,[0. 0. 1. 0.]
1974,5945,[0. 0. 1. 0.]
1975,5954,[0. 0. 1. 0.]
1976,5955,[0. 0. 1. 0.]
1977,5956,[0. 0. 1. 0.]
1978,5957,[0. 0. 1. 0.]
1979,5959,[0. 0. 1. 0.]
1980,5961,[0. 1. 0. 0.]
1981,5969,[0. 1. 0. 0.]
1982,5970,[0. 1. 0. 0.]
1983,5975,[1. 0. 0. 0.]
1984,152284,[1. 0. 0. 0.]
1985,5979,[1. 0. 0. 0.]
1986,5980,[1. 0. 0. 0.]
1987,50147,[1. 0. 0. 0.]
1988,5989,[0. 0. 1. 0.]
1989,5991,[0. 0. 1. 0.]
1990,5993,[0. 0. 0. 1.]
1991,5999,[0. 0. 1. 0.]
1992,6002,[0. 0. 1. 0.]
1993,6003,[0. 0. 1. 0.]
1994,144606,[0. 0. 1. 0.]
1995,6006,[0. 0. 1. 0.]
1996,6013,[0. 0. 1. 0.]
1997,6014,[0. 0. 1. 0.]
1998,6022,[0. 1. 0. 0.]
1999,6031,[1. 0. 0. 0.]
2000,6036,[0. 1. 0. 0.]
2001,6040,[0. 0. 1. 0.]
2002,6058,[0. 0. 1. 0.]
2003,6063,[0. 0. 1. 0.]
2004,6067,[0. 0. 1. 0.]
2005,6078,[0. 1. 0. 0.]
2006,6111,[0. 0. 1. 0.]
2007,6140,[0. 1. 0. 0.]
2008,6143,[0. 1. 0. 0.]
2009,6145,[0. 0. 1. 0.]
2010,6153,[0. 1. 0. 0.]
2011,6155,[0. 0. 1. 0.]
2012,6156,[0. 0. 1. 0.]
2013,6157,[0. 0. 1. 0.]
2014,6162,[0. 0. 1. 0.]
2015,6166,[0. 1. 0. 0.]
2016,6183,[1. 0. 0. 0.]
2017,6186,[0. 0. 1. 0.]
2018,6188,[0. 0. 1. 0.]
2019,6196,[0. 0. 1. 0.]
2020,6197,[0. 0. 1. 0.]
2021,6212,[0. 0. 1. 0.]
2022,6213,[0. 0. 1. 0.]
2023,6218,[0. 0. 1. 0.]
2024,6220,[1. 0. 0. 0.]
2025,6225,[1. 0. 0. 0.]
2026,6238,[0. 1. 0. 0.]
2027,6239,[1. 0. 0. 0.]
2028,60514,[1. 0. 0. 0.]
2029,6245,[1. 0. 0. 0.]
2030,6250,[0. 0. 1. 0.]
2031,6251,[0. 0. 1. 0.]
2032,6252,[0. 0. 1. 0.]
2033,6263,[0. 0. 1. 0.]
2034,6265,[0. 0. 1. 0.]
2035,6266,[0. 0. 1. 0.]
2036,6273,[1. 0. 0. 0.]
2037,6281,[0. 0. 1. 0.]
2038,6287,[0. 0. 1. 0.]
2039,6290,[0. 0. 1. 0.]
2040,6294,[0. 0. 1. 0.]
2041,6297,[0. 0. 1. 0.]
2042,6301,[1. 0. 0. 0.]
2043,6305,[1. 0. 0. 0.]
2044,6323,[0. 0. 1. 0.]
2045,6338,[0. 0. 1. 0.]
2046,6357,[1. 0. 0. 0.]
2047,6367,[0. 0. 1. 0.]
2048,6371,[0. 0. 1. 0.]
2049,6373,[0. 0. 1. 0.]
2050,6377,[0. 0. 1. 0.]
2051,6379,[0. 0. 1. 0.]
2052,6380,[0. 0. 1. 0.]
2053,6385,[0. 0. 1. 0.]
2054,6405,[1. 0. 0. 0.]
2055,95717,[1. 0. 0. 0.]
2056,6410,[1. 0. 0. 0.]
2057,6422,[1. 0. 0. 0.]
2058,6424,[1. 0. 0. 0.]
2059,142020,[1. 0. 0. 0.]
2060,6428,[1. 0. 0. 0.]
2061,6429,[1. 0. 0. 0.]
2062,6436,[0. 1. 0. 0.]
2063,6440,[0. 1. 0. 0.]
2064,6464,[0. 1. 0. 0.]
2065,6482,[0. 0. 1. 0.]
2066,6484,[0. 0. 1. 0.]
2067,6502,[0. 0. 1. 0.]
2068,6503,[0. 0. 1. 0.]
2069,6510,[0. 1. 0. 0.]
2070,6533,[1. 0. 0. 0.]
2071,6534,[0. 0. 1. 0.]
2072,6535,[0. 0. 1. 0.]
2073,6536,[0. 0. 1. 0.]
2074,6537,[0. 0. 1. 0.]
2075,6538,[0. 0. 1. 0.]
2076,6539,[0. 0. 1. 0.]
2077,6548,[0. 0. 1. 0.]
2078,6549,[0. 0. 1. 0.]
2079,6550,[0. 0. 1. 0.]
2080,6558,[0. 1. 0. 0.]
2081,6560,[0. 0. 1. 0.]
2082,6565,[0. 0. 1. 0.]
2083,6566,[0. 0. 1. 0.]
2084,6567,[0. 0. 1. 0.]
2085,6573,[1. 0. 0. 0.]
2086,6577,[0. 1. 0. 0.]
2087,6578,[1. 0. 0. 0.]
2088,6579,[1. 0. 0. 0.]
2089,6584,[1. 0. 0. 0.]
2090,6587,[0. 0. 1. 0.]
2091,6595,[0. 0. 1. 0.]
2092,6611,[1. 0. 0. 0.]
2093,6614,[0. 1. 0. 0.]
2094,6615,[0. 0. 1. 0.]
2095,6617,[0. 0. 1. 0.]
2096,6619,[0. 0. 1. 0.]
2097,6620,[0. 0. 1. 0.]
2098,6624,[0. 0. 1. 0.]
2099,6629,[0. 0. 1. 0.]
2100,33164,[0. 0. 1. 0.]
2101,6639,[1. 0. 0. 0.]
2102,6645,[1. 0. 0. 0.]
2103,6650,[1. 0. 0. 0.]
2104,6656,[1. 0. 0. 0.]
2105,6658,[0. 0. 0. 1.]
2106,6659,[0. 1. 0. 0.]
2107,6664,[0. 1. 0. 0.]
2108,6669,[1. 0. 0. 0.]
2109,6687,[0. 0. 1. 0.]
2110,6695,[0. 0. 1. 0.]
2111,6707,[0. 0. 1. 0.]
2112,6708,[0. 0. 1. 0.]
2113,6709,[0. 0. 1. 0.]
2114,6711,[0. 0. 1. 0.]
2115,6724,[1. 0. 0. 0.]
2116,6731,[0. 1. 0. 0.]
2117,6732,[1. 0. 0. 0.]
2118,6734,[0. 1. 0. 0.]
2119,6746,[1. 0. 0. 0.]
2120,6750,[0. 0. 1. 0.]
2121,6751,[0. 0. 1. 0.]
2122,6753,[0. 0. 1. 0.]
2123,6755,[0. 0. 1. 0.]
2124,6763,[0. 0. 1. 0.]
2125,6765,[0. 0. 1. 0.]
2126,6770,[0. 0. 1. 0.]
2127,6774,[0. 1. 0. 0.]
2128,6776,[0. 0. 1. 0.]
2129,6777,[1. 0. 0. 0.]
2130,6785,[1. 0. 0. 0.]
2131,6787,[1. 0. 0. 0.]
2132,6793,[0. 1. 0. 0.]
2133,6794,[0. 1. 0. 0.]
2134,6800,[0. 1. 0. 0.]
2135,6804,[0. 1. 0. 0.]
2136,6807,[0. 1. 0. 0.]
2137,6808,[1. 0. 0. 0.]
2138,6809,[0. 1. 0. 0.]
2139,6810,[0. 1. 0. 0.]
2140,6814,[0. 1. 0. 0.]
2141,6817,[0. 1. 0. 0.]
2142,6820,[0. 0. 1. 0.]
2143,6821,[1. 0. 0. 0.]
2144,6832,[0. 1. 0. 0.]
2145,6852,[1. 0. 0. 0.]
2146,6862,[0. 0. 1. 0.]
2147,6863,[0. 0. 1. 0.]
2148,6870,[0. 0. 1. 0.]
2149,6873,[0. 0. 1. 0.]
2150,6874,[0. 0. 1. 0.]
2151,6879,[0. 0. 1. 0.]
2152,6884,[0. 0. 1. 0.]
2153,6886,[0. 0. 1. 0.]
2154,6888,[0. 0. 1. 0.]
2155,6889,[0. 0. 1. 0.]
2156,6890,[0. 0. 1. 0.]
2157,6898,[0. 0. 1. 0.]
2158,6932,[0. 0. 1. 0.]
2159,6936,[0. 0. 1. 0.]
2160,6942,[0. 0. 1. 0.]
2161,6946,[0. 0. 1. 0.]
2162,6947,[0. 0. 1. 0.]
